geo_id	genes.detected	plate	protease	targeting_primers	type	method	purpose	primer_mix	plate_method	genotyping_sequencing	rnaseq	input.reads	unique.mapped	multimap	Total.sequences	Per.base.sequence.quality	GC.content	MReads	lib.size	unmapped	ercc.count	pc.uniquemapped	pc.multimap	pc.unmapped	pc.ingenes.total	pc.ercc	pc.mit.reads	pass.qc
SET2PL3_2A	8298	SET2PL3	TRUE	TRUE	SET2	TARGET-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL3_TARGET-seq	TRUE	TRUE	1759686	1574702	152109	1759686	pass	49	76760	1335693	32875	6089	0.8948767	0.08644099	0.01868231	0.848219536	0.004558682	0.057468295	TRUE
SET2PL3_2B	7926	SET2PL3	TRUE	TRUE	SET2	TARGET-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL3_TARGET-seq	TRUE	TRUE	2262674	2015015	196911	2262674	pass	48	106638	1702653	50748	8503	0.890545876	0.087025793	0.02242833	0.844982792	0.004993971	0.062630495	TRUE
SET2PL3_2C	8371	SET2PL3	TRUE	TRUE	SET2	TARGET-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL3_TARGET-seq	TRUE	TRUE	3142249	2740029	289486	3142249	pass	47	166764	2184227	112734	11719	0.87199614	0.092127008	0.035876851	0.797154702	0.005365285	0.076349207	TRUE
SET2PL3_2D	7476	SET2PL3	TRUE	TRUE	SET2	TARGET-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL3_TARGET-seq	TRUE	TRUE	1684559	1358253	185552	1684559	pass	48	110929	970337	140754	10867	0.806295891	0.11014871	0.083555399	0.714400778	0.011199202	0.114320076	TRUE
SET2PL3_2F	6041	SET2PL3	TRUE	TRUE	SET2	TARGET-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL3_TARGET-seq	TRUE	TRUE	1983993	1506049	260500	1983993	pass	48	144366	1269242	217444	14563	0.759099957	0.131300866	0.109599177	0.842762752	0.011473777	0.113741903	TRUE
SET2PL3_2G	6973	SET2PL3	TRUE	TRUE	SET2	TARGET-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL3_TARGET-seq	TRUE	TRUE	2962030	2668104	220409	2962030	pass	49	228357	2022160	73517	17458	0.90076873	0.074411468	0.024819803	0.757901491	0.008633343	0.112927266	TRUE
SET2PL3_2H	6824	SET2PL3	TRUE	TRUE	SET2	TARGET-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL3_TARGET-seq	TRUE	TRUE	2846720	2547482	220672	2846720	pass	49	219730	1942707	78566	17590	0.894883234	0.077517986	0.02759878	0.762598911	0.009054376	0.113105064	TRUE
SET2PL3_3A	7278	SET2PL3	TRUE	TRUE	SET2	TARGET-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL3_TARGET-seq	TRUE	TRUE	2120626	1889739	176389	2120626	pass	51	87940	1567622	54498	9616	0.891123187	0.083177797	0.025699015	0.829544186	0.006134132	0.056097707	TRUE
SET2PL3_3B	7081	SET2PL3	TRUE	TRUE	SET2	TARGET-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL3_TARGET-seq	TRUE	TRUE	1868351	1453770	192092	1868351	pass	49	70201	1195863	222489	12483	0.778103258	0.102813658	0.119083084	0.822594358	0.010438487	0.058703213	TRUE
SET2PL3_3C	7413	SET2PL3	TRUE	TRUE	SET2	TARGET-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL3_TARGET-seq	TRUE	TRUE	1544242	1342251	110652	1544242	pass	50	76408	1106719	91339	7448	0.869197315	0.071654572	0.059148113	0.824524623	0.006729802	0.069040109	TRUE
SET2PL3_3D	7604	SET2PL3	TRUE	TRUE	SET2	TARGET-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL3_TARGET-seq	TRUE	TRUE	622668	550337	52770	622668	pass	51	37853	429904	19561	3194	0.883836973	0.084748213	0.031414815	0.781164995	0.007429566	0.08804989	TRUE
SET2PL3_3E	6039	SET2PL3	TRUE	TRUE	SET2	TARGET-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL3_TARGET-seq	TRUE	TRUE	1494304	1269474	117431	1494304	pass	48	111614	952815	107399	14958	0.849541994	0.07858575	0.071872256	0.750558893	0.015698745	0.117141313	TRUE
SET2PL3_3F	8953	SET2PL3	TRUE	TRUE	SET2	TARGET-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL3_TARGET-seq	TRUE	TRUE	1645094	1496185	117176	1645094	pass	50	50938	1299927	31733	3524	0.909482984	0.071227541	0.019289475	0.868827718	0.002710921	0.039185277	TRUE
SET2PL3_3G	8459	SET2PL3	TRUE	TRUE	SET2	TARGET-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL3_TARGET-seq	TRUE	TRUE	2001488	1792259	159421	2001488	pass	49	93461	1526441	49808	7162	0.895463275	0.079651239	0.024885485	0.851685499	0.00469196	0.061228046	TRUE
SET2PL3_3H	6178	SET2PL3	TRUE	TRUE	SET2	TARGET-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL3_TARGET-seq	TRUE	TRUE	2681859	2378867	229610	2681859	pass	48	208495	1792042	73382	24178	0.887021652	0.085615985	0.027362363	0.753317441	0.013491871	0.116344929	TRUE
SET2PL3_8A	7654	SET2PL3	FALSE	TRUE	SET2	tSMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL3_tSMART-seq	TRUE	TRUE	1742264	1581143	97701	1742264	pass	49	48689	1426271	63420	7860	0.907522052	0.056077035	0.036400913	0.902050605	0.005510874	0.034137271	TRUE
SET2PL3_8B	6144	SET2PL3	FALSE	TRUE	SET2	tSMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL3_tSMART-seq	TRUE	TRUE	8312931	7327928	615015	8312931	pass	48	214736	6566415	369988	43756	0.881509542	0.073982931	0.044507527	0.89608072	0.006663606	0.032702167	TRUE
SET2PL3_8D	6521	SET2PL3	FALSE	TRUE	SET2	tSMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL3_tSMART-seq	TRUE	TRUE	1584668	1442098	105914	1584668	pass	48	66251	1240466	36656	11699	0.910031628	0.066836713	0.023131659	0.860181486	0.009431133	0.053408155	TRUE
SET2PL3_9E	7458	SET2PL3	FALSE	TRUE	SET2	tSMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL3_tSMART-seq	TRUE	TRUE	2766924	2264572	265657	2766924	pass	49	81739	2023288	236695	7940	0.818443875	0.096011672	0.085544453	0.893452714	0.003924305	0.040399093	TRUE
SET2PL3_9F	7681	SET2PL3	FALSE	TRUE	SET2	tSMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL3_tSMART-seq	TRUE	TRUE	6995818	6221705	697716	6995818	pass	51	208547	5948819	76397	25104	0.889346321	0.099733298	0.010920381	0.956139676	0.004219997	0.035056874	TRUE
SET2PL3_9G	8677	SET2PL3	FALSE	TRUE	SET2	tSMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL3_tSMART-seq	TRUE	TRUE	2526162	2334468	164760	2526162	pass	48	86906	2176246	26934	5150	0.924116506	0.06522147	0.010662024	0.93222353	0.00236646	0.039933905	TRUE
SET2PL3_9H	6828	SET2PL3	FALSE	TRUE	SET2	tSMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL3_tSMART-seq	TRUE	TRUE	6118538	5521520	464984	6118538	pass	48	383101	4968287	132034	30719	0.90242473	0.075995932	0.021579338	0.899804221	0.006183016	0.077109273	TRUE
SET2PL4_10B	9046	SET2PL4	TRUE	TRUE	SET2	TARGET-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_TARGET-seq	TRUE	TRUE	1549128	1397859	129518	1549128	pass	50	66752	1203133	21751	3050	0.902352162	0.083607036	0.014040802	0.860696966	0.002535048	0.055481813	TRUE
SET2PL4_10C	7693	SET2PL4	TRUE	TRUE	SET2	TARGET-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_TARGET-seq	TRUE	TRUE	3344189	3023176	251856	3344189	pass	50	199664	2268677	69157	21324	0.904008715	0.075311533	0.020679752	0.750428357	0.009399311	0.088009003	TRUE
SET2PL4_10D	8826	SET2PL4	TRUE	TRUE	SET2	TARGET-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_TARGET-seq	TRUE	TRUE	1872372	1668981	143429	1872372	pass	49	96582	1368732	59962	5122	0.891372548	0.076602833	0.032024619	0.820100409	0.00374215	0.07056312	TRUE
SET2PL4_10E	8436	SET2PL4	TRUE	TRUE	SET2	TARGET-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_TARGET-seq	TRUE	TRUE	2844175	2540014	214254	2844175	pass	50	151348	2203727	89907	7342	0.893058268	0.075330808	0.031610924	0.867604273	0.003331629	0.068678198	TRUE
SET2PL4_10F	6904	SET2PL4	TRUE	TRUE	SET2	TARGET-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_TARGET-seq	TRUE	TRUE	4187067	3524643	445211	4187067	pass	47	206567	2702487	217213	28734	0.841792835	0.10633004	0.051877125	0.766740632	0.010632429	0.07643589	TRUE
SET2PL4_10H	6680	SET2PL4	TRUE	TRUE	SET2	TARGET-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_TARGET-seq	TRUE	TRUE	3131460	2713832	367996	3131460	pass	51	168037	2426664	49632	10756	0.866634733	0.117515791	0.015849476	0.894183575	0.004432422	0.069246093	TRUE
SET2PL4_2A	8810	SET2PL4	FALSE	TRUE	SET2	tSMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_tSMART-seq	TRUE	TRUE	4471385	4148440	295469	4471385	pass	52	168699	3833278	27476	10456	0.927775175	0.066079973	0.006144852	0.924028792	0.002727692	0.04400907	TRUE
SET2PL4_2B	8726	SET2PL4	FALSE	TRUE	SET2	tSMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_tSMART-seq	TRUE	TRUE	1182510	1101041	71798	1182510	pass	49	26252	999444	9671	2328	0.931105022	0.060716611	0.008178366	0.907726415	0.002329295	0.026266604	TRUE
SET2PL4_2C	8033	SET2PL4	FALSE	TRUE	SET2	tSMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_tSMART-seq	TRUE	TRUE	4646668	4275223	313022	4646668	pass	48	76726	3857316	58423	17092	0.920062075	0.06736483	0.012573095	0.902249076	0.00443106	0.019891033	TRUE
SET2PL4_2D	7664	SET2PL4	FALSE	TRUE	SET2	tSMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_tSMART-seq	TRUE	TRUE	1865568	1725153	123301	1865568	pass	49	59369	1530429	17114	7679	0.924733379	0.066093008	0.009173614	0.887126533	0.005017547	0.038792391	TRUE
SET2PL4_2E	8039	SET2PL4	FALSE	FALSE	SET2	SMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_SMART-seq	TRUE	TRUE	3253613	3046004	189668	3253613	pass	52	109710	2791163	17941	9730	0.936191243	0.058294579	0.005514178	0.91633596	0.003486002	0.039306196	TRUE
SET2PL4_2F	8564	SET2PL4	FALSE	FALSE	SET2	SMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_SMART-seq	TRUE	TRUE	2569888	1782079	115924	2569888	pass	49	60722	1581792	671885	5465	0.693446174	0.045108581	0.261445246	0.887610482	0.003454942	0.038388107	TRUE
SET2PL4_2G	9108	SET2PL4	FALSE	FALSE	SET2	SMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_SMART-seq	TRUE	TRUE	3321298	3090589	202333	3321298	pass	49	121662	2830330	28376	6065	0.930536495	0.060919857	0.008543648	0.915789838	0.00214286	0.042985094	TRUE
SET2PL4_2H	7822	SET2PL4	FALSE	FALSE	SET2	SMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_SMART-seq	TRUE	TRUE	3262590	3035928	204332	3262590	pass	49	115481	2788761	22330	8220	0.930526974	0.06262877	0.006844256	0.918586014	0.002947546	0.041409429	TRUE
SET2PL4_3A	7724	SET2PL4	FALSE	FALSE	SET2	SMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_SMART-seq	TRUE	TRUE	1914697	1766020	136928	1914697	pass	51	57598	1628606	11749	6284	0.922349594	0.071514187	0.006136219	0.922190009	0.003858515	0.035366442	TRUE
SET2PL4_3B	7710	SET2PL4	FALSE	FALSE	SET2	SMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_SMART-seq	TRUE	TRUE	4211088	3874837	305311	4211088	pass	49	143079	3574461	30940	11696	0.920151039	0.072501691	0.00734727	0.922480352	0.003272102	0.040028133	TRUE
SET2PL4_3C	8469	SET2PL4	FALSE	FALSE	SET2	SMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_SMART-seq	TRUE	TRUE	3558072	3300936	231049	3558072	pass	50	105112	3061842	26087	8054	0.927731648	0.064936572	0.00733178	0.927567817	0.002630443	0.034329662	TRUE
SET2PL4_3D	7515	SET2PL4	FALSE	FALSE	SET2	SMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_SMART-seq	TRUE	TRUE	1916171	1759997	141742	1916171	pass	50	90703	1594628	14432	7330	0.918496836	0.073971477	0.007531687	0.906040181	0.004596683	0.056880351	TRUE
SET2PL4_3E	6026	SET2PL4	FALSE	TRUE	SET2	tSMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_tSMART-seq	TRUE	TRUE	7543846	6952664	532667	7543846	pass	51	267845	6434112	58515	41474	0.921633872	0.070609474	0.007756654	0.92541679	0.006445956	0.041628899	TRUE
SET2PL4_3F	8067	SET2PL4	FALSE	TRUE	SET2	tSMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_tSMART-seq	TRUE	TRUE	3970957	3553968	369360	3970957	pass	48	145156	3304821	47629	11658	0.894990301	0.093015361	0.011994338	0.929896105	0.003527574	0.0439225	TRUE
SET2PL4_3G	7441	SET2PL4	FALSE	TRUE	SET2	tSMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_tSMART-seq	TRUE	TRUE	3653065	3301294	322784	3653065	pass	50	128211	3155813	28987	13033	0.903705245	0.088359775	0.007934981	0.955932128	0.004129839	0.040626932	TRUE
SET2PL4_3H	8353	SET2PL4	FALSE	TRUE	SET2	tSMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_tSMART-seq	TRUE	TRUE	3508553	3233598	249819	3508553	pass	49	120271	3034338	25136	7089	0.921632935	0.071202858	0.007164207	0.93837824	0.002336259	0.039636652	TRUE
SET2PL4_4A	8488	SET2PL4	FALSE	TRUE	SET2	tSMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_tSMART-seq	TRUE	TRUE	4420042	4116557	274744	4420042	pass	52	57693	3878651	28741	10431	0.931338888	0.062158685	0.006502427	0.942207529	0.002689337	0.014874501	TRUE
SET2PL4_4B	7479	SET2PL4	FALSE	TRUE	SET2	tSMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_tSMART-seq	TRUE	TRUE	2628334	2364162	192232	2628334	pass	48	129829	2073216	71940	7933	0.899490704	0.073138345	0.027370951	0.876934829	0.003826422	0.062622033	TRUE
SET2PL4_4C	8042	SET2PL4	FALSE	TRUE	SET2	tSMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_tSMART-seq	TRUE	TRUE	3117526	2825212	207862	3117526	pass	49	101265	2562883	84452	10134	0.906235265	0.066675306	0.027089429	0.907147145	0.003954141	0.039512143	TRUE
SET2PL4_4D	7715	SET2PL4	FALSE	TRUE	SET2	tSMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_tSMART-seq	TRUE	TRUE	1871839	1716367	134967	1871839	pass	50	101161	1523064	20505	7142	0.916941575	0.072103958	0.010954468	0.887376651	0.004689232	0.066419402	TRUE
SET2PL4_4F	6773	SET2PL4	FALSE	FALSE	SET2	SMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_SMART-seq	TRUE	TRUE	4236138	3949384	257066	4236138	pass	50	137542	3600229	29688	21154	0.932307682	0.060684048	0.00700827	0.911592542	0.005875737	0.038203681	TRUE
SET2PL4_4G	7209	SET2PL4	FALSE	FALSE	SET2	SMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_SMART-seq	TRUE	TRUE	3413375	3168451	222900	3413375	pass	50	126256	2974460	22024	8211	0.928245798	0.065301937	0.006452265	0.938774183	0.002760501	0.042446696	TRUE
SET2PL4_4H	9178	SET2PL4	FALSE	FALSE	SET2	SMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_SMART-seq	TRUE	TRUE	2600815	2412179	167745	2600815	pass	51	84533	2241141	20891	3634	0.927470428	0.06449709	0.008032482	0.929093985	0.001621495	0.037718733	TRUE
SET2PL4_5A	8130	SET2PL4	FALSE	FALSE	SET2	SMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_SMART-seq	TRUE	TRUE	3956458	3607495	325973	3956458	pass	53	90869	3416218	22990	7916	0.91179914	0.082390108	0.005810753	0.946977889	0.002317182	0.026599298	TRUE
SET2PL4_5B	7129	SET2PL4	FALSE	FALSE	SET2	SMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_SMART-seq	TRUE	TRUE	4292140	3997430	251332	4292140	pass	48	179751	3560886	43378	21842	0.931337282	0.058556338	0.010106381	0.890793835	0.006133867	0.050479291	TRUE
SET2PL4_5C	7475	SET2PL4	FALSE	FALSE	SET2	SMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_SMART-seq	TRUE	TRUE	2729649	2441686	249708	2729649	pass	49	47690	2250017	38255	11573	0.894505484	0.091479894	0.014014622	0.921501372	0.005143517	0.021195395	TRUE
SET2PL4_5D	7948	SET2PL4	FALSE	FALSE	SET2	SMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_SMART-seq	TRUE	TRUE	1700115	1559026	119305	1700115	pass	50	38546	1417925	21784	5656	0.917012084	0.070174665	0.012813251	0.909494133	0.003988927	0.027184795	TRUE
SET2PL4_5E	8475	SET2PL4	FALSE	TRUE	SET2	tSMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_tSMART-seq	TRUE	TRUE	4183403	3881487	263615	4183403	pass	52	130285	3589010	38301	13922	0.927830046	0.063014488	0.009155465	0.924648208	0.003879064	0.036301097	TRUE
SET2PL4_5F	6657	SET2PL4	FALSE	TRUE	SET2	tSMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_tSMART-seq	TRUE	TRUE	2931391	2741932	163136	2931391	pass	49	124612	2500453	26323	10727	0.935368908	0.055651396	0.008979696	0.911931076	0.004290023	0.04983577	TRUE
SET2PL4_5G	8951	SET2PL4	FALSE	TRUE	SET2	tSMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_tSMART-seq	TRUE	TRUE	2859049	2659689	177248	2859049	pass	50	73014	2466342	22112	4607	0.93027052	0.06199544	0.00773404	0.927304659	0.001867949	0.029604167	TRUE
SET2PL4_5H	8289	SET2PL4	FALSE	TRUE	SET2	tSMART-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_tSMART-seq	TRUE	TRUE	2346719	2170878	159204	2346719	pass	50	40657	2092098	16637	4166	0.925069427	0.067841101	0.007089473	0.963710536	0.001991303	0.019433602	TRUE
SET2PL4_9A	8471	SET2PL4	TRUE	TRUE	SET2	TARGET-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_TARGET-seq	TRUE	TRUE	5447625	4832489	499810	5447625	pass	49	314858	3915382	115326	23030	0.887081802	0.091748239	0.021169959	0.810220572	0.005881929	0.080415653	TRUE
SET2PL4_9B	8704	SET2PL4	TRUE	TRUE	SET2	TARGET-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_TARGET-seq	TRUE	TRUE	2673713	2473832	171998	2673713	pass	50	97860	2134914	27883	6744	0.925242163	0.064329268	0.010428569	0.862998781	0.003158909	0.045837912	TRUE
SET2PL4_9C	7435	SET2PL4	TRUE	TRUE	SET2	TARGET-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_TARGET-seq	TRUE	TRUE	4339449	3715389	481789	4339449	pass	48	338611	2645397	142271	31899	0.856189115	0.111025386	0.032785499	0.712010775	0.012058304	0.12800007	TRUE
SET2PL4_9D	7211	SET2PL4	TRUE	TRUE	SET2	TARGET-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_TARGET-seq	TRUE	TRUE	4238906	3647688	520481	4238906	pass	51	156042	3231258	70737	18088	0.860525805	0.122786634	0.01668756	0.885837276	0.00559782	0.048291408	TRUE
SET2PL4_9E	6079	SET2PL4	TRUE	TRUE	SET2	TARGET-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_TARGET-seq	TRUE	TRUE	7228650	5728761	590408	7228650	pass	51	264363	5086817	909481	34995	0.79250773	0.081676108	0.125816162	0.887943658	0.006879548	0.05197022	TRUE
SET2PL4_9F	6938	SET2PL4	TRUE	TRUE	SET2	TARGET-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_TARGET-seq	TRUE	TRUE	4713805	3904314	526962	4713805	pass	50	227244	3485686	282529	19727	0.828272277	0.111791217	0.059936506	0.892778091	0.005659431	0.06519348	TRUE
SET2PL4_9G	8073	SET2PL4	TRUE	TRUE	SET2	TARGET-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_TARGET-seq	TRUE	TRUE	4908513	4276096	485668	4908513	pass	49	265068	3360255	146749	18234	0.871159147	0.098944018	0.029896834	0.785823097	0.005426374	0.078883299	TRUE
SET2PL4_9H	7835	SET2PL4	TRUE	TRUE	SET2	TARGET-seq	Analysis	JAK2_chr9SNP1_chr9SNP2	SET2PL4_TARGET-seq	TRUE	TRUE	8312369	5751666	788018	8312369	pass	50	308959	4867717	1772685	28028	0.691940649	0.094800652	0.213258699	0.846314268	0.005757935	0.063471028	TRUE
CLPL2_10B	8600	CLPL2	FALSE	FALSE	JURKAT	SMART-seq	notapplicable	notapplicable	CLPL2_SMART-seq	FALSE	TRUE	3358477	3136169	200913	3358477	pass	50	65976	2928111	21395	23013	0.933806901	0.059822652	0.006370447	0.93365855	0.007859333	0.022531933	TRUE
CLPL2_10C	8647	CLPL2	FALSE	FALSE	JURKAT	SMART-seq	notapplicable	notapplicable	CLPL2_SMART-seq	FALSE	TRUE	2625802	2437765	169675	2625802	pass	50	69969	2304817	18362	12033	0.928388736	0.064618353	0.006992911	0.94546316	0.005220805	0.030357725	TRUE
CLPL2_10D	8544	CLPL2	FALSE	FALSE	JURKAT	SMART-seq	notapplicable	notapplicable	CLPL2_SMART-seq	FALSE	TRUE	4136859	3836712	273712	4136859	pass	50	112467	3545330	26435	24225	0.927445678	0.066164208	0.006390114	0.924054242	0.006832932	0.031722576	TRUE
CLPL2_11B	8611	CLPL2	FALSE	FALSE	JURKAT	SMART-seq	notapplicable	notapplicable	CLPL2_SMART-seq	FALSE	TRUE	3863900	3579624	255654	3863900	pass	50	105492	3355626	28622	19367	0.926427703	0.066164756	0.007407542	0.937424154	0.005771501	0.031437353	TRUE
CLPL2_11C	7678	CLPL2	FALSE	FALSE	JURKAT	SMART-seq	notapplicable	notapplicable	CLPL2_SMART-seq	FALSE	TRUE	4293575	3965300	288550	4293575	pass	51	115515	3664249	39725	31292	0.923542735	0.067205068	0.009252197	0.924078632	0.008539813	0.031524877	TRUE
